propertyType,transactionType,furnished,address,rooms,bathrooms,surfaceArea,amenities,customAmenities,title,description,price (€)
loft,selling,unfurnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",2,2,73.5,"['heating', 'garden', 'air-conditioning', 'parking', 'gym', 'balcony']",[],"Loft in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located loft in Bulevardul Iuliu Maniu 202, Sector 6, București.",123472.4
house,selling,partially-furnished,"Strada Turnu Măgurele 145, Sector 4, București",4,4,176.6,"['pet-friendly', 'heating', 'wifi', 'pool', 'garden']",[],"House in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located house in Strada Turnu Măgurele 145, Sector 4, București.",265170.86
apartment,selling,furnished,"Strada Lujerului 33, Sector 6, București",4,2,125.9,"['air-conditioning', 'garden', 'heating', 'gym', 'pet-friendly']",[],"Apartment in Strada Lujerului 33, Sector 6, București","Spacious and well-located apartment in Strada Lujerului 33, Sector 6, București.",209710.96
loft,selling,unfurnished,"Strada Progresului 60, Sector 5, București",2,2,68.9,"['heating', 'parking']",[],"Loft in Strada Progresului 60, Sector 5, București","Spacious and well-located loft in Strada Progresului 60, Sector 5, București.",91771.47
studio,selling,partially-furnished,"Strada Băneasa 12, Sector 1, București",1,1,35.8,"['air-conditioning', 'balcony', 'elevator', 'pet-friendly', 'heating']",[],"Studio in Strada Băneasa 12, Sector 1, București","Spacious and well-located studio in Strada Băneasa 12, Sector 1, București.",76580.24
penthouse,selling,unfurnished,"Strada Rahova 89, Sector 5, București",3,2,126.9,"['pool', 'garden', 'balcony', 'parking']",[],"Penthouse in Strada Rahova 89, Sector 5, București","Spacious and well-located penthouse in Strada Rahova 89, Sector 5, București.",169068.47
apartment,selling,furnished,"Strada Turnu Măgurele 145, Sector 4, București",3,1,86.4,"['pool', 'heating', 'gym', 'air-conditioning', 'wifi']",[],"Apartment in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located apartment in Strada Turnu Măgurele 145, Sector 4, București.",141799.02
house,selling,unfurnished,"Calea Moșilor 155, Sector 2, București",5,3,211.5,"['elevator', 'wifi', 'pet-friendly']",[],"House in Calea Moșilor 155, Sector 2, București","Spacious and well-located house in Calea Moșilor 155, Sector 2, București.",359591.39
house,selling,unfurnished,"Strada Aviației 10, Sector 1, București",5,3,186.6,"['heating', 'elevator']",[],"House in Strada Aviației 10, Sector 1, București","Spacious and well-located house in Strada Aviației 10, Sector 1, București.",449038.4
studio,selling,furnished,"Calea Moșilor 155, Sector 2, București",1,1,42.1,"['parking', 'gym', 'wifi', 'garden', 'elevator', 'air-conditioning']",[],"Studio in Calea Moșilor 155, Sector 2, București","Spacious and well-located studio in Calea Moșilor 155, Sector 2, București.",71503.23
apartment,selling,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",4,1,130.0,"['air-conditioning', 'heating']",[],"Apartment in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located apartment in Bulevardul Decebal 23, Sector 3, București.",224336.58
penthouse,selling,furnished,"Strada Progresului 60, Sector 5, București",4,2,172.8,"['balcony', 'pool', 'dishwasher-washing', 'wifi', 'gym', 'parking']",[],"Penthouse in Strada Progresului 60, Sector 5, București","Spacious and well-located penthouse in Strada Progresului 60, Sector 5, București.",264006.38
apartment,selling,unfurnished,"Strada Progresului 60, Sector 5, București",4,2,123.9,"['pet-friendly', 'wifi', 'balcony', 'parking', 'pool', 'heating']",[],"Apartment in Strada Progresului 60, Sector 5, București","Spacious and well-located apartment in Strada Progresului 60, Sector 5, București.",160472.74
studio,selling,unfurnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",1,1,36.2,"['garden', 'gym', 'heating', 'elevator', 'parking']",[],"Studio in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located studio in Bulevardul Iuliu Maniu 202, Sector 6, București.",59890.73
house,selling,unfurnished,"Șoseaua Colentina 85, Sector 2, București",4,2,180.9,"['balcony', 'pet-friendly', 'dishwasher-washing', 'air-conditioning']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",335559.85
loft,selling,unfurnished,"Strada Lujerului 33, Sector 6, București",3,1,94.5,"['wifi', 'dishwasher-washing']",[],"Loft in Strada Lujerului 33, Sector 6, București","Spacious and well-located loft in Strada Lujerului 33, Sector 6, București.",160269.11
studio,selling,furnished,"Bulevardul Decebal 23, Sector 3, București",1,1,31.1,"['wifi', 'air-conditioning', 'pool', 'garden', 'dishwasher-washing', 'pet-friendly']",[],"Studio in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located studio in Bulevardul Decebal 23, Sector 3, București.",46935.16
apartment,selling,unfurnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",4,2,126.0,"['parking', 'gym', 'pool', 'pet-friendly', 'wifi', 'dishwasher-washing']",[],"Apartment in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located apartment in Bulevardul Iuliu Maniu 202, Sector 6, București.",228756.35
studio,selling,partially-furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",1,1,34.9,"['air-conditioning', 'elevator', 'pool', 'parking']",[],"Studio in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located studio in Bulevardul Iuliu Maniu 202, Sector 6, București.",64570.39
loft,selling,unfurnished,"Șoseaua Colentina 85, Sector 2, București",2,1,64.7,"['parking', 'balcony', 'heating', 'pet-friendly', 'garden']",[],"Loft in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located loft in Șoseaua Colentina 85, Sector 2, București.",123728.16
penthouse,selling,furnished,"Calea Șerban Vodă 112, Sector 4, București",4,3,176.9,"['parking', 'garden', 'pool', 'balcony', 'pet-friendly', 'heating']",[],"Penthouse in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located penthouse in Calea Șerban Vodă 112, Sector 4, București.",287794.14
penthouse,selling,partially-furnished,"Strada Matei Basarab 50, Sector 3, București",4,3,162.1,"['balcony', 'parking', 'wifi']",[],"Penthouse in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located penthouse in Strada Matei Basarab 50, Sector 3, București.",244388.01
penthouse,selling,partially-furnished,"Strada Progresului 60, Sector 5, București",3,2,125.1,"['dishwasher-washing', 'heating']",[],"Penthouse in Strada Progresului 60, Sector 5, București","Spacious and well-located penthouse in Strada Progresului 60, Sector 5, București.",159017.63
apartment,selling,partially-furnished,"Calea Moșilor 155, Sector 2, București",2,2,71.5,"['elevator', 'air-conditioning', 'balcony', 'pool']",[],"Apartment in Calea Moșilor 155, Sector 2, București","Spacious and well-located apartment in Calea Moșilor 155, Sector 2, București.",127800.24
house,selling,furnished,"Șoseaua Colentina 85, Sector 2, București",6,4,237.5,"['parking', 'gym', 'pool', 'wifi']",[],"House in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located house in Șoseaua Colentina 85, Sector 2, București.",441249.9
studio,selling,furnished,"Strada Matei Basarab 50, Sector 3, București",1,1,45.0,"['pet-friendly', 'air-conditioning', 'elevator']",[],"Studio in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located studio in Strada Matei Basarab 50, Sector 3, București.",67269.91
house,selling,unfurnished,"Strada Lujerului 33, Sector 6, București",6,3,220.5,"['garden', 'pet-friendly']",[],"House in Strada Lujerului 33, Sector 6, București","Spacious and well-located house in Strada Lujerului 33, Sector 6, București.",394683.42
studio,selling,furnished,"Șoseaua Colentina 85, Sector 2, București",1,1,40.6,"['gym', 'elevator', 'heating', 'air-conditioning', 'balcony', 'pet-friendly']",[],"Studio in Șoseaua Colentina 85, Sector 2, București","Spacious and well-located studio in Șoseaua Colentina 85, Sector 2, București.",67203.92
loft,selling,furnished,"Calea Șerban Vodă 112, Sector 4, București",3,1,100.2,"['pet-friendly', 'garden', 'gym', 'balcony', 'parking']",[],"Loft in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located loft in Calea Șerban Vodă 112, Sector 4, București.",155703.48
apartment,selling,unfurnished,"Strada Aviației 10, Sector 1, București",2,2,69.4,"['elevator', 'garden', 'pool']",[],"Apartment in Strada Aviației 10, Sector 1, București","Spacious and well-located apartment in Strada Aviației 10, Sector 1, București.",149692.68
studio,selling,unfurnished,"Strada Matei Basarab 50, Sector 3, București",1,1,31.7,"['pet-friendly', 'garden', 'gym', 'elevator', 'balcony']",[],"Studio in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located studio in Strada Matei Basarab 50, Sector 3, București.",52397.31
loft,selling,partially-furnished,"Calea Șerban Vodă 112, Sector 4, București",2,2,56.5,"['air-conditioning', 'parking', 'wifi', 'heating', 'garden']",[],"Loft in Calea Șerban Vodă 112, Sector 4, București","Spacious and well-located loft in Calea Șerban Vodă 112, Sector 4, București.",84655.02
penthouse,selling,furnished,"Strada Turnu Măgurele 145, Sector 4, București",5,3,214.3,"['heating', 'wifi', 'pet-friendly', 'dishwasher-washing', 'pool']",[],"Penthouse in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located penthouse in Strada Turnu Măgurele 145, Sector 4, București.",292001.04
penthouse,selling,unfurnished,"Strada Aviației 10, Sector 1, București",3,2,115.2,"['garden', 'pool']",[],"Penthouse in Strada Aviației 10, Sector 1, București","Spacious and well-located penthouse in Strada Aviației 10, Sector 1, București.",270372.04
house,selling,partially-furnished,"Strada Progresului 60, Sector 5, București",5,3,173.7,"['pet-friendly', 'elevator']",[],"House in Strada Progresului 60, Sector 5, București","Spacious and well-located house in Strada Progresului 60, Sector 5, București.",242191.09
house,selling,partially-furnished,"Strada Băneasa 12, Sector 1, București",4,4,180.1,"['air-conditioning', 'garden', 'wifi', 'gym', 'elevator']",[],"House in Strada Băneasa 12, Sector 1, București","Spacious and well-located house in Strada Băneasa 12, Sector 1, București.",381070.05
apartment,selling,partially-furnished,"Strada Progresului 60, Sector 5, București",4,1,122.3,"['garden', 'pool']",[],"Apartment in Strada Progresului 60, Sector 5, București","Spacious and well-located apartment in Strada Progresului 60, Sector 5, București.",178092.75
house,selling,partially-furnished,"Strada Băneasa 12, Sector 1, București",5,2,193.5,"['balcony', 'dishwasher-washing', 'pool', 'elevator', 'air-conditioning']",[],"House in Strada Băneasa 12, Sector 1, București","Spacious and well-located house in Strada Băneasa 12, Sector 1, București.",413480.55
apartment,selling,unfurnished,"Bulevardul Decebal 23, Sector 3, București",3,1,94.0,"['dishwasher-washing', 'pet-friendly', 'garden']",[],"Apartment in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located apartment in Bulevardul Decebal 23, Sector 3, București.",164832.69
loft,selling,furnished,"Calea Moșilor 155, Sector 2, București",3,2,103.7,"['air-conditioning', 'heating', 'dishwasher-washing', 'wifi', 'elevator', 'garden']",[],"Loft in Calea Moșilor 155, Sector 2, București","Spacious and well-located loft in Calea Moșilor 155, Sector 2, București.",182842.13
loft,selling,furnished,"Strada Turnu Măgurele 145, Sector 4, București",3,2,102.5,"['pet-friendly', 'heating', 'dishwasher-washing', 'wifi', 'pool', 'parking']",[],"Loft in Strada Turnu Măgurele 145, Sector 4, București","Spacious and well-located loft in Strada Turnu Măgurele 145, Sector 4, București.",151935.92
apartment,selling,furnished,"Strada Matei Basarab 50, Sector 3, București",4,2,128.2,"['pool', 'heating', 'air-conditioning', 'elevator', 'dishwasher-washing']",[],"Apartment in Strada Matei Basarab 50, Sector 3, București","Spacious and well-located apartment in Strada Matei Basarab 50, Sector 3, București.",198160.2
penthouse,selling,partially-furnished,"Bulevardul Decebal 23, Sector 3, București",3,2,123.6,"['air-conditioning', 'wifi', 'elevator', 'garden']",[],"Penthouse in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located penthouse in Bulevardul Decebal 23, Sector 3, București.",211602.59
loft,selling,partially-furnished,"Bulevardul Iuliu Maniu 202, Sector 6, București",3,1,97.9,"['air-conditioning', 'gym', 'elevator', 'parking', 'balcony']",[],"Loft in Bulevardul Iuliu Maniu 202, Sector 6, București","Spacious and well-located loft in Bulevardul Iuliu Maniu 202, Sector 6, București.",162851.42
loft,selling,partially-furnished,"Strada Progresului 60, Sector 5, București",2,1,70.1,"['balcony', 'elevator']",[],"Loft in Strada Progresului 60, Sector 5, București","Spacious and well-located loft in Strada Progresului 60, Sector 5, București.",105927.96
studio,selling,partially-furnished,"Strada Rahova 89, Sector 5, București",1,1,39.0,"['pet-friendly', 'balcony', 'wifi', 'garden', 'pool']",[],"Studio in Strada Rahova 89, Sector 5, București","Spacious and well-located studio in Strada Rahova 89, Sector 5, București.",52441.83
house,selling,partially-furnished,"Strada Băneasa 12, Sector 1, București",6,3,219.9,"['gym', 'air-conditioning']",[],"House in Strada Băneasa 12, Sector 1, București","Spacious and well-located house in Strada Băneasa 12, Sector 1, București.",439748.28
house,selling,partially-furnished,"Strada Lujerului 33, Sector 6, București",4,2,184.5,"['garden', 'pet-friendly']",[],"House in Strada Lujerului 33, Sector 6, București","Spacious and well-located house in Strada Lujerului 33, Sector 6, București.",307970.96
loft,selling,furnished,"Strada Aviației 10, Sector 1, București",2,1,72.1,"['gym', 'heating']",[],"Loft in Strada Aviației 10, Sector 1, București","Spacious and well-located loft in Strada Aviației 10, Sector 1, București.",162341.03
penthouse,selling,furnished,"Strada Lujerului 33, Sector 6, București",4,2,161.9,"['gym', 'balcony', 'pet-friendly', 'air-conditioning', 'parking', 'heating']",[],"Penthouse in Strada Lujerului 33, Sector 6, București","Spacious and well-located penthouse in Strada Lujerului 33, Sector 6, București.",258379.12
studio,selling,furnished,"Bulevardul Decebal 23, Sector 3, București",1,1,35.9,"['elevator', 'pool', 'dishwasher-washing', 'heating', 'garden']",[],"Studio in Bulevardul Decebal 23, Sector 3, București","Spacious and well-located studio in Bulevardul Decebal 23, Sector 3, București.",60121.11
